Address,Location,Latitude,Longitude
3810 W 81ST PL,"(41.7455946, -87.71863139999999)",41.7455946, -87.71863139999999
800 S WELLS ST,"(41.8714475, -87.634244)",41.8714475, -87.634244
1550 S STATE ST,"(41.8604169, -87.6279242)",41.8604169, -87.6279242
1313 N CLAREMONT AVE,"(41.9057847, -87.6855288)",41.9057847, -87.6855288
16 E 35TH ST,"(41.8310164, -87.62572139999999)",41.8310164, -87.62572139999999
139 S PARKSIDE AVE,"(41.8781592, -87.7656299)",41.8781592, -87.7656299
1356 N DEAN ST,"(41.9070952, -87.67072429999999)",41.9070952, -87.67072429999999
865 S PARK TER,"(41.8704072, -87.6295464)",41.8704072, -87.6295464
1126 E 80TH ST,"(41.7496558, -87.5963147)",41.7496558, -87.5963147
7030 N SACRAMENTO AVE,"(42.0095099, -87.70490769999999)",42.0095099, -87.70490769999999
4905 W WABANSIA AVE,"(41.9114042, -87.7495842)",41.9114042, -87.7495842
6056 N LANDERS AVE,"(41.9909155, -87.75344899999999)",41.9909155, -87.75344899999999
3937 W WILCOX ST,"(41.8787797, -87.7248061)",41.8787797, -87.7248061
6340 N LAKEWOOD AVE,"(41.997559, -87.663337)",41.997559, -87.663337
7240 S WABASH AVE,"(41.762424, -87.624028)",41.762424, -87.624028
2306 W MAYPOLE AVE,"(41.8841724, -87.6849027)",41.8841724, -87.6849027
3436 N OSCEOLA AVE,"(41.9425567, -87.81359049999999)",41.9425567, -87.81359049999999
5415 S UNION AVE,"(41.7959436, -87.6423281)",41.7959436, -87.6423281
4117 N LAVERGNE AVE,"(41.955363, -87.7522539)",41.955363, -87.7522539
8601 W FOSTER AVE,"(41.97317200000001, -87.8416002)",41.97317200000001, -87.8416002
4140 N MARINE DR,"(41.9567418, -87.64699139999999)",41.9567418, -87.64699139999999
8306 S ST LAWRENCE AVE,"(41.743127, -87.611012)",41.743127, -87.611012
8931 S DAUPHIN AVE,"(41.7320212, -87.6020322)",41.7320212, -87.6020322
7521 S DOBSON AVE,"(41.7578079, -87.59908949999999)",41.7578079, -87.59908949999999
2651 W WASHINGTON BL,"(41.8826702, -87.69291419999999)",41.8826702, -87.69291419999999
2734 W POLK ST,"(41.8710725, -87.69486839999999)",41.8710725, -87.69486839999999
3620 S LITUANICA AVE,"(41.8281504, -87.6478954)",41.8281504, -87.6478954
3426 W 77TH ST,"(41.7533701, -87.70813199999999)",41.7533701, -87.70813199999999
535 E 35TH ST,"(41.8306422, -87.6122838)",41.8306422, -87.6122838
521 E 35TH ST,"(41.8308964, -87.61344509999999)",41.8308964, -87.61344509999999
6108 S NATOMA AVE,"(41.7803131, -87.78784519999999)",41.7803131, -87.78784519999999
9336 S KINGSTON AVE,"(41.7249376, -87.5620095)",41.7249376, -87.5620095
1401 S SACRAMENTO,"(41.86323470000001, -87.7020481)",41.86323470000001, -87.7020481
3200 S CALUMET AVE,"(41.8359339, -87.6186606)",41.8359339, -87.6186606
543 N WALLER AVE,"(41.8903861, -87.7671483)",41.8903861, -87.7671483
2722 S DR MARTIN LUTHER KING,"(41.84373799999999, -87.617609)",41.84373799999999, -87.617609
6931 S DAMEN AVE,"(41.7675481, -87.6736083)",41.7675481, -87.6736083
1845 W CORTLAND ST,"(41.9157206, -87.6744861)",41.9157206, -87.6744861
7442 N ASHLAND BLVD,"(42.0172513, -87.6703359)",42.0172513, -87.6703359
330 E 133RD ST,"(41.6540012, -87.61420729999999)",41.6540012, -87.61420729999999
6311 S CALUMET AVE,"(41.7796859, -87.616729)",41.7796859, -87.616729
6650 S ELLIS AVE,"(41.774602, -87.60127299999999)",41.774602, -87.60127299999999
200 E 31ST ST,"(41.8383559, -87.62188739999999)",41.8383559, -87.62188739999999
3000 S DR MARTIN LUTHER KING,"(41.84057139999999, -87.61797609999999)",41.84057139999999, -87.61797609999999
4640 N MELVINA AVE,"(41.965953, -87.782342)",41.965953, -87.782342
10845 S UNION AVE,"(41.6964204, -87.6397648)",41.6964204, -87.6397648
8441 S KOLIN AVE,"(41.7391468, -87.7300731)",41.7391468, -87.7300731
8445 S KOLIN AVE,"(41.73904700000001, -87.7298805)",41.73904700000001, -87.7298805
421 W LOCUST ST,"(41.8989138, -87.63948719999999)",41.8989138, -87.63948719999999
4934 S WABASH AVE,"(41.8046858, -87.6251595)",41.8046858, -87.6251595
1119 W CULLERTON ST,"(41.855021, -87.6539074)",41.855021, -87.6539074
3615 W 16TH ST,"(41.85858289999999, -87.7157865)",41.85858289999999, -87.7157865
555 E 51ST ST,"(41.8013958, -87.61238639999999)",41.8013958, -87.61238639999999
1710 E 93RD ST,"(41.7264906, -87.5828207)",41.7264906, -87.5828207
6121 S HERMITAGE AVE,"(41.7824613, -87.667909)",41.7824613, -87.667909
3400 W 65TH PL,"(41.774628, -87.70833510000001)",41.774628, -87.70833510000001
7350 W PRATT AVE,"(42.0046525, -87.8108201)",42.0046525, -87.8108201
2430 E 82ND ST,"(41.7462811, -87.5650344)",41.7462811, -87.5650344
1330 W CHICAGO AVE,"(41.8966966, -87.66140709999999)",41.8966966, -87.66140709999999
6525 N HIAWATHA AVE,"(41.9994428, -87.76183530000002)",41.9994428, -87.76183530000002
6525 N HIAWATHA AVE,"(41.9994428, -87.76183530000002)",41.9994428, -87.76183530000002
6220 N OLCOTT AVE,"(41.9942041, -87.81378470000001)",41.9942041, -87.81378470000001
6755 N NORTHWEST HWY,"(42.0040475, -87.8175957)",42.0040475, -87.8175957
711 W 60TH PL,"(41.784231, -87.6430642)",41.784231, -87.6430642
12900 S HALSTED ST,"(41.659438, -87.64166999999999)",41.659438, -87.64166999999999
5165 S STATE ST,"(41.8000925, -87.625787)",41.8000925, -87.625787
4815 S KARLOV AVE,"(41.8053759, -87.72553649999999)",41.8053759, -87.72553649999999
224 N CENTRAL AVE,"(41.8849719, -87.7650286)",41.8849719, -87.7650286
600 E 37TH ST,"(41.8275296, -87.61162639999999)",41.8275296, -87.61162639999999
5215 S WOODLAWN AVE,"(41.8004125, -87.59666800000001)",41.8004125, -87.59666800000001
3461 N TROY ST,"(41.9444386, -87.706524)",41.9444386, -87.706524
5600 S EMERALD AVE,"(41.792251, -87.6442469)",41.792251, -87.6442469
8301 S DAMEN AVE,"(41.7421561, -87.6725764)",41.7421561, -87.6725764
1820 W GRANVILLE AVE,"(41.9948698, -87.6770939)",41.9948698, -87.6770939
5500 W MADISON ST,"(41.8809312, -87.7640378)",41.8809312, -87.7640378
6201 S STEWART AVE,"(41.7820213, -87.6342184)",41.7820213, -87.6342184
4223 W 25TH ST,"(41.8457328, -87.7302289)",41.8457328, -87.7302289
2230 W CORTLAND ST,"(41.9161135, -87.6831924)",41.9161135, -87.6831924
3600 W FIFTH AVE,"(41.87607939999999, -87.71646849999999)",41.87607939999999, -87.71646849999999
1405 N WASHTENAW AVE,"(41.9069483, -87.6941154)",41.9069483, -87.6941154
710 W 61ST PL,"(41.782774, -87.6430759)",41.782774, -87.6430759
1865 W MONTVALE AVE,"(41.689107, -87.669517)",41.689107, -87.669517
520 N MARSHFIELD STREET,"(41.8914182, -87.6688319)",41.8914182, -87.6688319
7687 S SOUTH CHICAGO AVE,"(41.7549485, -87.5900638)",41.7549485, -87.5900638
9800 S PARNELL AVE,"(41.7157214, -87.6375936)",41.7157214, -87.6375936
1707 N LA SALLE ST,"(41.9132237, -87.6332098)",41.9132237, -87.6332098
9130 S VINCENNES AVE,"(41.7281366, -87.64854489999999)",41.7281366, -87.64854489999999
3419 S BELL AVE,"(41.83173910000001, -87.68109489999999)",41.83173910000001, -87.68109489999999
3537 S PAULINA ST,"(41.8290346, -87.66755839999999)",41.8290346, -87.66755839999999
631 W BELMONT AVE,"(41.93986779999999, -87.6456551)",41.93986779999999, -87.6456551
9811 S LOWE AVE,"(41.7156457, -87.63896930000001)",41.7156457, -87.63896930000001
9814 S EWING AVE,"(41.7172417, -87.5352767)",41.7172417, -87.5352767
7946 S ASHLAND AVE,"(41.7490917, -87.6637731)",41.7490917, -87.6637731
6201 S FAIRFIELD AVE,"(41.7806058, -87.69160629999999)",41.7806058, -87.69160629999999
3020 N LAMON AVE,"(41.9355906, -87.7506105)",41.9355906, -87.7506105
3250 W MONROE ST,"(41.8798883, -87.7082623)",41.8798883, -87.7082623
5414 N LINDER AVE,"(41.9802178, -87.76656679999999)",41.9802178, -87.76656679999999
2345 S CHRISTIANA AVE,"(41.8493374, -87.7083014)",41.8493374, -87.7083014
1750 E 78TH ST,"(41.7535399, -87.5813204)",41.7535399, -87.5813204
2012 W BELMONT AVE,"(41.939563, -87.67915939999999)",41.939563, -87.67915939999999
11220 S WALLACE ST,"(41.6896803, -87.63835449999999)",41.6896803, -87.63835449999999
1415 E 70TH ST,"(41.7673044, -87.5902468)",41.7673044, -87.5902468
10436 S WALLACE ST,"(41.7042165, -87.6383391)",41.7042165, -87.6383391
10041 S UNION AVE,"(41.7110227, -87.6402505)",41.7110227, -87.6402505
9501 S EGGLESTON AVE,"(41.7215108, -87.63395969999999)",41.7215108, -87.63395969999999
7019 N ASHLAND BL,"(42.00962810000001, -87.6694199)",42.00962810000001, -87.6694199
5100 N RIDGEWAY AVE,"(41.9739865, -87.7223829)",41.9739865, -87.7223829
1822 W LARCHMONT AVE,"(41.953537, -87.675045)",41.953537, -87.675045
2332 S WESTERN AVE,"(41.8494453, -87.6869415)",41.8494453, -87.6869415
6145 S INGLESIDE AVE,"(41.7828402, -87.60273699999999)",41.7828402, -87.60273699999999
2554 W MOFFAT ST,"(41.9148126, -87.69190929999999)",41.9148126, -87.69190929999999
6600 S WOODLAWN AVE,"(41.7750194, -87.59606149999999)",41.7750194, -87.59606149999999
3235 N LECLAIRE AVE,"(41.9397716, -87.7527327)",41.9397716, -87.7527327
5073 W BERWYN AVE,"(41.977859, -87.7540999)",41.977859, -87.7540999
9025 S THROOP ST,"(41.7299219, -87.65497289999999)",41.7299219, -87.65497289999999
1313 S THROOP ST,"(41.864722, -87.6588229)",41.864722, -87.6588229
1400 W 84TH ST,"(41.7413927, -87.6583636)",41.7413927, -87.6583636
8530 S WOOD ST,"(41.7386327, -87.6685596)",41.7386327, -87.6685596
751 N STATE ST,"(41.8964647, -87.62761069999999)",41.8964647, -87.62761069999999
330 W WEBSTER AVE,"(41.92319519999999, -87.6384928)",41.92319519999999, -87.6384928
328 W 69TH ST,"(41.7692969, -87.6337463)",41.7692969, -87.6337463
1449 S KOLIN AVE,"(41.861171, -87.7335878)",41.861171, -87.7335878
225 W EVERGREEN AVE,"(41.9060674, -87.6359593)",41.9060674, -87.6359593
4027 W GRENSHAW ST,"(41.8668215, -87.7262167)",41.8668215, -87.7262167
1409 N OGDEN AVE,"(41.907126, -87.6461697)",41.907126, -87.6461697
4214 S ST LAWRENCE AVE,"(41.8180574, -87.61232790000001)",41.8180574, -87.61232790000001
331 W 45TH ST,"(41.8122536, -87.63460839999999)",41.8122536, -87.63460839999999
5300 S HERMITAGE AVE,"(41.7971263, -87.6687067)",41.7971263, -87.6687067
2010 N CENTRAL PARK AVE,"(41.9177477, -87.7171339)",41.9177477, -87.7171339
2415 W 55TH ST,"(41.7938644, -87.68454709999999)",41.7938644, -87.68454709999999
5630 S ROCKWELL ST,"(41.7910307, -87.6897308)",41.7910307, -87.6897308
7631 N ASHLAND AVE,"(42.020606, -87.6707064)",42.020606, -87.6707064
1631 W JONQUIL TER,"(42.0206137, -87.6713468)",42.0206137, -87.6713468
5729 W BLOOMINGDALE AVE,"(41.9124286, -87.76898550000001)",41.9124286, -87.76898550000001
820 S CARPENTER ST,"(41.871056, -87.65372740000001)",41.871056, -87.65372740000001
10347 S EWING AVE,"(41.7068834, -87.5349293)",41.7068834, -87.5349293
1035 W 117TH ST,"(41.6813598, -87.6482073)",41.6813598, -87.6482073
100 N CENTRAL PARK DR,"(41.8814165, -87.715873)",41.8814165, -87.715873
220 WEST 45TH PLACE,"(41.8118355, -87.6321122)",41.8118355, -87.6321122
1520 W POLK ST,"(41.8716496, -87.6652757)",41.8716496, -87.6652757
10309 S MORGAN ST,"(41.7065861, -87.6471333)",41.7065861, -87.6471333
5225 N OAK PARK AVE,"(41.9760619, -87.7958862)",41.9760619, -87.7958862
3740 W 31ST ST,"(41.83787969999999, -87.7187629)",41.83787969999999, -87.7187629
810 E 103RD ST,"(41.7082497, -87.6031819)",41.7082497, -87.6031819
4925 N LINCOLN,"(41.971689, -87.69017730000002)",41.971689, -87.69017730000002
800 W BUENA AVE,"(41.9587256, -87.65024849999999)",41.9587256, -87.65024849999999
7831 S LAWNDALE AVE,"(41.7505657, -87.71335619999999)",41.7505657, -87.71335619999999
3611 E 114TH ST,"(41.687708, -87.5359574)",41.687708, -87.5359574
825 W SHERIDAN RD,"(41.952355, -87.6505937)",41.952355, -87.6505937
9301 S STATE ST,"(41.7252002, -87.6231245)",41.7252002, -87.6231245
3432 W 15TH ST,"(41.8608428, -87.7116411)",41.8608428, -87.7116411
5421 N MENARD AVE,"(41.9791707, -87.7730539)",41.9791707, -87.7730539
1231 S DAMEN AVE,"(41.8653843, -87.67574019999999)",41.8653843, -87.67574019999999
3307 W GLADYS AVE,"(41.87621120000001, -87.70873689999999)",41.87621120000001, -87.70873689999999
4647 W 47TH ST,"(41.8074018, -87.7401728)",41.8074018, -87.7401728
5259 S MAJOR AVE,"(41.7966195, -87.76458799999999)",41.7966195, -87.76458799999999
2236 N ROCKWELL ST,"(41.922683, -87.6932528)",41.922683, -87.6932528
7053 N GLENWOOD AVE,"(42.0109824, -87.66586699999999)",42.0109824, -87.66586699999999
4257 W ADAMS ST,"(41.8775566, -87.7319598)",41.8775566, -87.7319598
500 E 130TH ST,"(41.65912609999999, -87.60969659999999)",41.65912609999999, -87.60969659999999
12302 S STATE ST,"(41.6705466, -87.62318929999999)",41.6705466, -87.62318929999999
4222 W FOSTER AVE,"(41.9762899, -87.7366662)",41.9762899, -87.7366662
2040 W 62ND ST,"(41.7816454, -87.6756705)",41.7816454, -87.6756705
4648 N MALDEN ST,"(41.966724, -87.66300100000001)",41.966724, -87.66300100000001
3633 N CALIFORNIA AVE,"(41.9480946, -87.6973069)",41.9480946, -87.6973069
1255 N ASTOR ST,"(41.9052359, -87.6271677)",41.9052359, -87.6271677
5120 N WINTHROP AVE,"(41.9757851, -87.6582002)",41.9757851, -87.6582002
2725 N LARAMIE AVE,"(41.9303398, -87.7560436)",41.9303398, -87.7560436
4106 W 28TH ST,"(41.8407426, -87.72709610000001)",41.8407426, -87.72709610000001
4436 S UNION AVE,"(41.8134222, -87.6432306)",41.8134222, -87.6432306
2347 S WABASH AVE,"(41.8495905, -87.625416)",41.8495905, -87.625416
3531 W GRAND AVE,"(41.901576, -87.7148699)",41.901576, -87.7148699
7655 S INGLESIDE AVE,"(41.7556929, -87.6012188)",41.7556929, -87.6012188
5445 N CHESTER ST,"(41.978035, -87.83906089999999)",41.978035, -87.83906089999999
145 S CAMPBELL AVE,"(41.8791604, -87.6882174)",41.8791604, -87.6882174
2850 W AVONDALE AVE,"(41.9370397, -87.7051199)",41.9370397, -87.7051199
1518 W 102ND PL,"(41.7074349, -87.66044509999999)",41.7074349, -87.66044509999999
3730 N LARAMIE AVE,"(41.9490944, -87.75741289999999)",41.9490944, -87.75741289999999
832 W SHERIDAN RD,"(41.9531958, -87.6507632)",41.9531958, -87.6507632
6500 N ALGONQUIN AVE,"(41.9991496, -87.7660485)",41.9991496, -87.7660485
2650 W PETERSON AVE,"(41.9906437, -87.6962041)",41.9906437, -87.6962041
1150 W 96TH ST,"(41.7195222, -87.65239419999999)",41.7195222, -87.65239419999999
1729 N KILDARE AVE,"(41.9116005, -87.73370179999999)",41.9116005, -87.73370179999999
3525 S HONORE ST,"(41.8296803, -87.6712481)",41.8296803, -87.6712481
3625 S HOYNE AVE,"(41.8278556, -87.6776525)",41.8278556, -87.6776525
3715 W POLK ST,"(41.8703954, -87.71853519999999)",41.8703954, -87.71853519999999
8524 S GREEN ST,"(41.7387531, -87.6453401)",41.7387531, -87.6453401
5450 W 64TH PL,"(41.7756473, -87.7584057)",41.7756473, -87.7584057
12810 S ESCANABA AVE,"(41.662351, -87.55353749999999)",41.662351, -87.55353749999999
2708 W LAWRENCE AVE,"(41.9687002, -87.6966492)",41.9687002, -87.6966492
7141 S MORGAN ST,"(41.7636438, -87.6489991)",41.7636438, -87.6489991
4420 S SACRAMENTO AVE,"(41.8132768, -87.69924379999999)",41.8132768, -87.69924379999999
2402 N WASHTENAW AVE,"(41.9251779, -87.6952498)",41.9251779, -87.6952498
247 W 23RD PL,"(41.84976150000001, -87.6339015)",41.84976150000001, -87.6339015
6140 S MELVINA AVE,"(41.7804544, -87.7769521)",41.7804544, -87.7769521
6140 S MELVINA AVE,"(41.7804544, -87.7769521)",41.7804544, -87.7769521
4930 S COTTAGE GROVE AVE,"(41.8049928, -87.6071644)",41.8049928, -87.6071644
11411 S EGGLESTON AVE,"(41.6863684, -87.63340769999999)",41.6863684, -87.63340769999999
513 W 72ND ST,"(41.7628279, -87.63769239999999)",41.7628279, -87.63769239999999
1650 W CORNELIA AVE,"(41.9454775, -87.6706494)",41.9454775, -87.6706494
3035 N HOYNE AVE,"(41.9370863, -87.6805212)",41.9370863, -87.6805212
4747 S BISHOP ST,"(41.8072923, -87.6609932)",41.8072923, -87.6609932
2819 W 21ST PL,"(41.8525332, -87.6958882)",41.8525332, -87.6958882
3434 W 77TH ST,"(41.75377640000001, -87.7089941)",41.75377640000001, -87.7089941
4034 W 56TH ST,"(41.7919803, -87.72493779999999)",41.7919803, -87.72493779999999
3021 W DEVON AVE,"(41.9970869, -87.70534610000001)",41.9970869, -87.70534610000001
5635 S INDIANA AVE,"(41.7920273, -87.6207767)",41.7920273, -87.6207767
5411 W FULLERTON AVE,"(41.92332510000001, -87.7621296)",41.92332510000001, -87.7621296
3921 W DIVISION ST,"(41.9026929, -87.72489)",41.9026929, -87.72489
4912 S CALUMET AVE,"(41.8050726, -87.61805389999999)",41.8050726, -87.61805389999999
9652 S MICHIGAN AVE,"(41.7181944, -87.62127720000001)",41.7181944, -87.62127720000001
6520 S WOOD ST,"(41.7749901, -87.6695661)",41.7749901, -87.6695661
6701 S LOWE AVE,"(41.772516, -87.64029699999999)",41.772516, -87.64029699999999
6200 S DREXEL AVE,"(41.7819343, -87.604879)",41.7819343, -87.604879
1824 S WOOD ST,"(41.8569085, -87.671916)",41.8569085, -87.671916
4464 S OAKENWALD AVE,"(41.8140265, -87.5953297)",41.8140265, -87.5953297
1556 E 56TH ST,"(41.793697, -87.5867468)",41.793697, -87.5867468
7525 S HARVARD AVE,"(41.7576032, -87.6323572)",41.7576032, -87.6323572
4540 N HAMLIN AVE,"(41.9637367, -87.72362799999999)",41.9637367, -87.72362799999999
3729 W LELAND ST,"(41.9661979, -87.7218245)",41.9661979, -87.7218245
3319 N CLIFTON AVE,"(41.9422972, -87.65751519999999)",41.9422972, -87.65751519999999
1018 N LARAMIE AVE,"(41.8994959, -87.7562501)",41.8994959, -87.7562501
2936 W 85TH ST,"(41.7390058, -87.697062)",41.7390058, -87.697062
1518 W GRANVILLE AVE,"(41.9947363, -87.66849959999999)",41.9947363, -87.66849959999999
5949 W HURON ST,"(41.892661, -87.7741006)",41.892661, -87.7741006
3010 S PARNELL AVE,"(41.8392179, -87.64083889999999)",41.8392179, -87.64083889999999
4640 S LAMON AVE,"(41.80856259999999, -87.7461579)",41.80856259999999, -87.7461579
4735 S WINCHESTER AVE,"(41.8076877, -87.6734511)",41.8076877, -87.6734511
1954 W 48TH ST,"(41.8069588, -87.67365300000002)",41.8069588, -87.67365300000002
4409 W WILCOX ST,"(41.8783168, -87.736047)",41.8783168, -87.736047
5650 S WOLCOTT AVE,"(41.7907609, -87.67241890000001)",41.7907609, -87.67241890000001
4316 S PRINCETON AVE,"(41.8159706, -87.6338782)",41.8159706, -87.6338782
4250 N ST LOUIS AVE,"(41.9586697, -87.71592419999999)",41.9586697, -87.71592419999999
931 S HOMAN AVE,"(41.8692274, -87.710009)",41.8692274, -87.710009
1326 S AVERS AVE,"(41.8636018, -87.72180999999999)",41.8636018, -87.72180999999999
2131 W MONROE ST,"(41.8796875, -87.6806019)",41.8796875, -87.6806019
610_30 W ADAMS ST,"(41.8796139, -87.64317299999999)",41.8796139, -87.64317299999999
5839 S WOOD ST,"(41.7872259, -87.668464)",41.7872259, -87.668464
2240 N KILBOURN AVE,"(41.9220571, -87.7395626)",41.9220571, -87.7395626
3510 W 55TH ST,"(41.7938358, -87.7119563)",41.7938358, -87.7119563
8344 S COMMERCIAL AVE,"(41.7441524, -87.5530386)",41.7441524, -87.5530386
3711 W DOUGLAS BL,"(41.86150070000001, -87.7183603)",41.86150070000001, -87.7183603
1401 S HAMLIN AVE,"(41.8620834, -87.72017699999999)",41.8620834, -87.72017699999999
8029 W FOREST PRESERVE AVE,"(41.9439797, -87.8277079)",41.9439797, -87.8277079
3244 W AINSLIE ST,"(41.970866, -87.7103849)",41.970866, -87.7103849
4834 N WINTHROP AVE,"(41.970152, -87.658052)",41.970152, -87.658052
11710 S MORGAN ST,"(41.6809259, -87.64743779999999)",41.6809259, -87.64743779999999
644 W 71ST ST,"(41.7655732, -87.64138129999999)",41.7655732, -87.64138129999999
7740 S INGLESIDE AVE,"(41.7542233, -87.60162810000001)",41.7542233, -87.60162810000001
5625 N MC VICKER AVE,"(41.983825, -87.77861899999999)",41.983825, -87.77861899999999
7221 S DOBSON AVE,"(41.763423, -87.59940759999999)",41.763423, -87.59940759999999
1607 E 73RD ST,"(41.7624023, -87.585577)",41.7624023, -87.585577
1104 W 31ST ST,"(41.838398, -87.654055)",41.838398, -87.654055
4052 S ELLIS AVE,"(41.8204261, -87.602851)",41.8204261, -87.602851
3312 W THORNDALE AVE,"(41.9884845, -87.7122215)",41.9884845, -87.7122215
7566 S SOUTH SHORE DR,"(41.7588071, -87.5559803)",41.7588071, -87.5559803
955 W GARFIELD BL,"(41.7936529, -87.64959619999999)",41.7936529, -87.64959619999999
2200 N OAKLEY AVE,"(41.9216453, -87.6850872)",41.9216453, -87.6850872
750 E 40TH ST,"(41.8214902, -87.60770939999999)",41.8214902, -87.60770939999999
3415 W ARTHINGTON ST,"(41.8696937, -87.7117741)",41.8696937, -87.7117741
4325 S RICHMOND ST,"(41.81493409999999, -87.6977459)",41.81493409999999, -87.6977459
1335 W 115TH ST,"(41.684637, -87.655811)",41.684637, -87.655811
1443 W DIVISION ST,"(41.9029929, -87.6642454)",41.9029929, -87.6642454
1900 W TAYLOR ST,"(41.8694558, -87.67397659999999)",41.8694558, -87.67397659999999
2148 S HOMAN AVE,"(41.852127, -87.7104729)",41.852127, -87.7104729
4637 S CHAMPLAIN AVE,"(41.810148, -87.60987500000002)",41.810148, -87.60987500000002
5515 S LOWE AVE,"(41.7933941, -87.64087909999999)",41.7933941, -87.64087909999999
1628 W WASHINGTON BLVD,"(41.883751, -87.6679178)",41.883751, -87.6679178
6416 SO WASHTENAW,"(41.7768811, -87.69120120000001)",41.7768811, -87.69120120000001
3035 W VAN BUREN ST,"(41.8756579, -87.7033878)",41.8756579, -87.7033878
1422 S HAMLIN AVE,"(41.861877, -87.720512)",41.861877, -87.720512
2741 W MONTROSE AVE,"(41.96055399999999, -87.6977103)",41.96055399999999, -87.6977103
5001 S COTTAGE GROVE AVE,"(41.8040531, -87.6064438)",41.8040531, -87.6064438
720 N LOREL AVE,"(41.89354669999999, -87.7599539)",41.89354669999999, -87.7599539
1616 S SPAULDING AVE,"(41.8584975, -87.7084493)",41.8584975, -87.7084493
8905 S CRANDON AVE,"(41.7331395, -87.5677262)",41.7331395, -87.5677262
3417 S HAMILTON AVE,"(41.8316338, -87.6788017)",41.8316338, -87.6788017
4950 W HUBBARD ST,"(41.888903, -87.75003099999999)",41.888903, -87.75003099999999
6200 S HAMLIN AVE,"(41.7805453, -87.71790159999999)",41.7805453, -87.71790159999999
6200 S KIMBARK AVE,"(41.782198, -87.595134)",41.782198, -87.595134
1808 W 99TH ST,"(41.71417599999999, -87.66787699999999)",41.71417599999999, -87.66787699999999
4247 W 15TH ST,"(41.8605835, -87.7325458)",41.8605835, -87.7325458
226 W 104TH ST,"(41.7052674, -87.62896119999999)",41.7052674, -87.62896119999999
632 W 31ST ST,"(41.8380774, -87.6427156)",41.8380774, -87.6427156
1400 N HUMBOLDT DR,"(41.9066384, -87.70143089999999)",41.9066384, -87.70143089999999
1847 N HUMBOLDT BL,"(41.9152275, -87.7012704)",41.9152275, -87.7012704
5946 S PRAIRIE AVE,"(41.786164, -87.61948799999999)",41.786164, -87.61948799999999
1901 W 100TH ST,"(41.7120344, -87.66889979999999)",41.7120344, -87.66889979999999
3849 W 69TH PL,"(41.7664033, -87.7191981)",41.7664033, -87.7191981
6220 S STONY ISLAND AVE,"(41.7821436, -87.5872366)",41.7821436, -87.5872366
5933 N LINCOLN AVE,"(41.98922150000001, -87.7049399)",41.98922150000001, -87.7049399
6435 W BELMONT AVE,"(41.9380041, -87.7875509)",41.9380041, -87.7875509
1431 N PARK AVE,"(41.9083708, -87.6359598)",41.9083708, -87.6359598
8739 S EXCHANGE AVE,"(41.735851, -87.5527832)",41.735851, -87.5527832
7263 W TALCOTT AVE,"(41.9863153, -87.8089803)",41.9863153, -87.8089803
3820 N SPAULDING AVE,"(41.9507422, -87.7107276)",41.9507422, -87.7107276
3945 N SPRINGFIELD AVE,"(41.9534394, -87.7248517)",41.9534394, -87.7248517
2500 W LUNT AVE,"(42.0086904, -87.6923717)",42.0086904, -87.6923717
6010 W MATSON AVE,"(41.9929198, -87.7784161)",41.9929198, -87.7784161
122 S MICHIGAN AVE,"(41.8799204, -87.6248116)",41.8799204, -87.6248116
8700 W BRYN MAWR AVE,"(41.9828932, -87.84330740000001)",41.9828932, -87.84330740000001
749 S OAKLEY BL,"(41.8717354, -87.6832998)",41.8717354, -87.6832998
3815 N KEDVALE AVE,"(41.9504273, -87.73052659999999)",41.9504273, -87.73052659999999
8385 S BIRKHOFF AVE,"(41.7419418, -87.63940989999999)",41.7419418, -87.63940989999999
4319 S INDIANA AVE,"(41.8159852, -87.6213846)",41.8159852, -87.6213846
1340 W HARRISON ST,"(41.87476849999999, -87.66111649999999)",41.87476849999999, -87.66111649999999
917 W 88TH ST,"(41.7338455, -87.6469571)",41.7338455, -87.6469571
4674 N VIRGINIA AVE,"(41.9664309, -87.6980445)",41.9664309, -87.6980445
2731 S ELEANOR ST,"(41.8438708, -87.661141)",41.8438708, -87.661141
3149 N WOLCOTT AVE,"(41.9390936, -87.67531249999999)",41.9390936, -87.67531249999999
1504 S ALBANY AVE,"(41.8611098, -87.70341719999999)",41.8611098, -87.70341719999999
5650 N MOZART ST,"(41.9844136, -87.70096590000001)",41.9844136, -87.70096590000001
1814 S UNION AVE,"(41.8570285, -87.6451072)",41.8570285, -87.6451072
3111 W FULTON BLVD,"(41.886112, -87.70418699999999)",41.886112, -87.70418699999999
1640 S JEFFERSON ST,"(41.858778, -87.64218799999999)",41.858778, -87.64218799999999
4822 N LONG AVE,"(41.9687027, -87.76276279999999)",41.9687027, -87.76276279999999
3740 W BELDEN AVE,"(41.922993, -87.7212713)",41.922993, -87.7212713
1009 N CLEVELAND AVE,"(41.9005972, -87.6411033)",41.9005972, -87.6411033
4600 N LAWNDALE AVE,"(41.9656189, -87.721081)",41.9656189, -87.721081
3030 W HARRISON ST,"(41.8740779, -87.70217)",41.8740779, -87.70217
3145 W PRATT AVE,"(42.00367749999999, -87.708897)",42.00367749999999, -87.708897
3200 W PETERSON AVE,"(41.9912637, -87.7099708)",41.9912637, -87.7099708
6936 S HERMITAGE AVE,"(41.7678338, -87.6675642)",41.7678338, -87.6675642
1420 S ALBANY AVE,"(41.861866, -87.7034175)",41.861866, -87.7034175
